"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_54",1.366,77334.92,540.379408230218,633.267046028926,4.69858853591786e-05,5.50624475568181e-05,"R2","pos",89.8831987541921,76.6991272595145
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_55",1.29,27210.76,190.13576772685,222.818845683193,2.58309713899664e-05,3.02711441240054e-05,"P3","pos",49.4142084949484,42.1661302480679
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_56",1.371,75772.48,529.461825298792,620.472802970325,4.69281500403492e-05,5.49947879194415e-05,"R3","pos",89.7727520722192,76.6048809016474
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_58",1.352,43826.22,306.236649996759,358.876699917888,4.40360357394097e-05,5.16055383436071e-05,"P1","pos",84.2401866529662,71.8838324182333
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_59",1.284,49140.16,343.367919448785,402.390588424851,5.14510422214938e-05,6.02951352817536e-05,"P2","pos",98.4249678121998,83.987989261335
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_60",1.347,10970.5,76.65660348507,89.8333654248344,1.32578321102742e-05,1.55367655564772e-05,"N2","pos",25.3620071114548,21.6419068074995
"l-glutathione oxidized","mtab_TSQ_cm_PMI_2020_1112_61",1.296,21865.2,152.783552848252,179.046032695601,3.22190326336265e-05,3.7757270745435e-05,"N1","pos",61.6344608968903,52.5939154972682
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_52",2.905,47183.84,13.0838251185633,20.0242218753934,2.57500404096362e-06,3.94093101818775e-06,"N3","pos",23.8569587637735,15.5881351229712
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_53",2.854,134247.28,37.2260488795063,56.9728390247184,2.87105102717395e-06,4.39401797736808e-06,"R1","pos",26.5997819321271,17.3802955818993
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_54",2.918,133589.92,37.0437664862136,56.6938637973522,3.22094835384973e-06,4.9295205264676e-06,"R2","pos",29.8415190172989,19.4984463578287
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_55",2.838,79832.1,22.1370120627668,33.8797283811279,3.00743269974406e-06,4.60274416000458e-06,"P3","pos",27.8633341001549,18.2059004766878
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_56",2.895,114572.35,31.7702965850772,48.623048848615,2.81591830370305e-06,4.30963975636836e-06,"R3","pos",26.0889869626997,17.0465421859861
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_58",2.908,155364.11,43.0816322906579,65.934553230789,6.1950269482232e-06,9.48121768757516e-06,"P1","pos",57.3958332076709,37.5024332479157
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_59",2.844,109435.63,30.3459117498661,46.443090180737,4.5471015148955e-06,6.95913991505592e-06,"P2","pos",42.1280944067796,27.5264938246595
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_60",2.924,26085.53,7.23337720382735,11.0703673218889,1.25101943210027e-06,1.914630503832e-06,"N2","pos",11.5904746281978,7.57321527998226
"phenylalanine","mtab_TSQ_cm_PMI_2020_1112_61",2.854,35507.32,9.84598890867861,15.0688552241741,2.07632452607067e-06,3.17772383982503e-06,"N1","pos",19.2367809178826,12.5693112541357
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_80",1.343,509.48,82998.1027354608,70146.5039108622,0.0163347070141513,0.0138054070115678,"N3","neg",35913.2358980458,42492.9294611256
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_81",1.458,1945.98,316089.503712451,267339.3378118,0.0243783351074934,0.0206184890293614,"R1","neg",53636.7134813387,63417.536243837
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_82",1.367,1432.81,232820.785133013,196894.891885629,0.0202437223789128,0.0171199728876506,"R2","neg",44535.7115778741,52661.7995861523
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_83",1.322,738.06,120088.274984205,101524.393206425,0.0163146410192729,0.0137926373751325,"P3","neg",35880.0171044783,42440.7299999295
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_84",1.438,1698.23,275888.741727035,233329.922845592,0.0244530344730766,0.0206808897355758,"R3","neg",53799.0420009256,63611.8583623647
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_86",1.492,1144.85,186095.411081267,157365.72484761,0.0267600372894673,0.0226287829481573,"P1","neg",58866.2702535244,69613.2704390294
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_87",1.45,830,135006.773700407,114145.283668557,0.0202297268335325,0.017103792977641,"P2","neg",44493.6213356598,52625.3917263664
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_88",1.336,256.5,41948.7030701917,35419.1505379007,0.00725506789061774,0.00612577560146498,"N2","neg",15935.5261347649,18873.2548336873
"s-(5'-adenosyl)-l-homocysteine","mtab_TSQ_cm_PMI_2020_1112_89",1.469,370.02,60368.8463621569,51002.3948848791,0.012730596944087,0.0107553973877092,"N1","neg",27978.9739801493,33117.2366590021
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.455,3811.62,34.2126367543198,0,6.73332737911646e-06,0,"N3","pos",0,39.131326664244
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.376,6892.24,61.8639065656055,0,4.7712405113172e-06,0,"R1","pos",0,27.7284855658581
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.536,1047.34,9.40079624366263,0,8.17397420890526e-07,0,"R2","pos",0,4.75037729348827
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.425,1661.89,14.9169221736785,0,2.02654447661944e-06,0,"P3","pos",0,11.7774421841079
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.525,1224.73,10.9930272724244,0,9.74352462421354e-07,0,"R3","pos",0,5.66253537758676
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.475,1724.98,15.4832103274898,0,2.22644547394753e-06,0,"P1","pos",0,12.9391844827543
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.586,4088.74,36.7000321130799,0,5.49921758797824e-06,0,"P2","pos",0,31.9591886324068
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.456,960.83,8.6242930230855,0,1.4915796392172e-06,0,"N2","pos",0,8.66844679035974
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.615,3838.79,34.4565113642271,0,7.26619746294017e-06,0,"N1","pos",0,42.2281482125889
"uracil","mtab_TSQ_cm_PMI_2020_1112_52",0.714,8421.49,10.0794460974138,37.5449618113764,1.98371762052148e-06,7.3891562678373e-06,"N3","pos",65.9216367904122,17.6975432288472
"uracil","mtab_TSQ_cm_PMI_2020_1112_53",0.745,8421.49,10.0794460974138,37.5449618113764,7.77375116144964e-07,2.89564711857189e-06,"R1","pos",25.8332332819332,6.93527626144138
"uracil","mtab_TSQ_cm_PMI_2020_1112_54",0.853,9056.38,10.8393282005555,40.3754491484658,9.42477497189968e-07,3.5106375189762e-06,"R2","pos",31.3198101434223,8.40822104728315
"uracil","mtab_TSQ_cm_PMI_2020_1112_55",0.83,22519.35,26.9527808587073,100.396501779022,3.66168091130276e-06,1.36394072304809e-05,"P3","pos",121.682641007056,32.6673290329446
"uracil","mtab_TSQ_cm_PMI_2020_1112_56",0.745,8421.49,10.0794460974138,37.5449618113764,8.93378400824483e-07,3.32774813396442e-06,"R3","pos",29.6881803369116,7.97018824894712
"uracil","mtab_TSQ_cm_PMI_2020_1112_58",0.84,31702.41,37.9437288120168,141.336719841572,5.45620975827069e-06,2.03238536154973e-05,"P1","pos",181.317277326232,48.6770430749459
"uracil","mtab_TSQ_cm_PMI_2020_1112_59",0.819,12810.43,15.3324457631241,57.1118774869187,2.29744909071194e-06,8.55777564964546e-06,"P2","pos",76.3473605999238,20.4964679339097
"uracil","mtab_TSQ_cm_PMI_2020_1112_60",0.777,8421.49,10.0794460974138,37.5449618113764,1.74324974038405e-06,6.49343667279536e-06,"N2","pos",57.9305618056505,15.552232495174
"uracil","mtab_TSQ_cm_PMI_2020_1112_61",0.797,8421.49,10.0794460974138,37.5449618113764,2.12555603458183e-06,7.91749064135496e-06,"N1","pos",70.6351203618071,18.9629408027641
"uridine","mtab_TSQ_cm_PMI_2020_1112_80",1.246,1512.02,24583.0159282618,17189.8073132637,0.00483813905954271,0.00338309499660299,"N3","neg",13853.7878648771,19812.1992610267
"uridine","mtab_TSQ_cm_PMI_2020_1112_81",1.311,4664.13,75044.3669708728,53198.8998270928,0.00578778069014883,0.00410295372703879,"R1","neg",16801.6123138362,23700.9856271451
"uridine","mtab_TSQ_cm_PMI_2020_1112_82",1.271,2752.17,44436.271206629,31357.0400814809,0.00386372521399731,0.00272648858937264,"R2","neg",11164.9819384629,15821.9705732896
"uridine","mtab_TSQ_cm_PMI_2020_1112_83",1.232,1848.7,29972.8429549285,21035.9742514594,0.00407197266511671,0.00285785076393485,"P3","neg",11702.9105812238,16674.7447383977
"uridine","mtab_TSQ_cm_PMI_2020_1112_84",1.296,3484.09,56153.397847231,39718.3520257728,0.00497708230043434,0.00352038370692544,"R3","neg",14415.9856958454,20381.172401451
"uridine","mtab_TSQ_cm_PMI_2020_1112_86",1.327,2939.46,47434.5505930624,33496.6046705705,0.00682096530647471,0.00481672484478174,"P1","neg",19724.5079638892,27931.8808618948
"uridine","mtab_TSQ_cm_PMI_2020_1112_87",1.296,2665.21,43044.1500285403,30363.625928738,0.0064498348711842,0.00454975584837697,"P2","neg",18631.2688303725,26412.1002095995
"uridine","mtab_TSQ_cm_PMI_2020_1112_88",1.264,696.72,11531.0794460196,7875.97844100829,0.00199431110165658,0.00136215792414237,"N2","neg",5578.04227740528,8166.71212799582
"uridine","mtab_TSQ_cm_PMI_2020_1112_89",1.322,841.67,13851.5482220542,9531.85909234328,0.0029210178443479,0.00201008075430975,"N1","neg",8231.28892018735,11961.5800341847
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.744,8748.01,35.8616914714062,72.0172054622945,7.05787486593994e-06,1.41735764123908e-05,"N3","pos",43.7213165907545,21.7714691404156
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.713,26554.39,108.857367720361,218.606627170739,8.39560111309722e-06,1.68599891843774e-05,"R1","pos",52.0081102608964,25.8979613581875
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.766,28517.62,116.905455062214,234.768741557867,1.01649067780089e-05,2.04130968144832e-05,"R2","pos",62.9684027838954,31.355749207258
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.702,4942.47,20.2612176079681,40.6884397115717,2.75259588774048e-06,5.52774438317089e-06,"P3","pos",17.0514664173326,8.49094912622765
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.682,23809.72,97.6058363742805,196.011378272282,8.65116447555234e-06,1.73732097946558e-05,"R3","pos",53.5912449708674,26.6862992027649
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.539,4057.67,16.6340584467531,33.4044032972286,2.39193444762539e-06,4.80346652651138e-06,"P1","pos",14.817282147299,7.37841460801218
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.755,5868.21,24.0562066697935,48.3095109934592,3.60463757663633e-06,7.23880872101951e-06,"P2","pos",22.3295968937612,11.1192472596592
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.703,15350.6,62.9284238473628,126.372433750018,1.08835304514243e-05,2.18562319989928e-05,"N2","pos",67.4200505860719,33.5724919841579
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.702,7651.41,31.366276986564,62.9895445988579,6.61452808882651e-06,1.32832504230582e-05,"N1","pos",40.9749226450065,20.4038746647742
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_80",2.948,22.48,16659.7262814829,15002.7115439177,0.00327877070408878,0.002952656619981,"N3","neg",10388.2652076874,11535.6250363747
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_81",3.036,30.58,22673.026922577,20095.5793723602,0.00174865233336766,0.00154986724445078,"R1","neg",5452.86297875235,6152.24407475516
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_82",3.054,52.53,38968.3292771467,33896.6224383245,0.00338828871746107,0.00294730478566265,"R2","neg",10369.4359696818,11920.9397933401
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_83",2.94,181.62,134802.524309101,115061.845644946,0.0183136512943004,0.0156317734346604,"P3","neg",54996.915999931,64432.5064008036
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_84",3.008,147.48,109457.575681083,93596.3508717331,0.00970162774571324,0.00829578902021717,"R3","neg",29186.8874510684,34133.0181392296
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_86",3.022,381.67,283316.202488221,240843.106025182,0.0407401348547183,0.0346326137796622,"P1","neg",121847.144142639,143335.097824713
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_87",3.022,137.37,101952.085621643,87239.6973228994,0.0152767360163095,0.0130721977683775,"P2","neg",45991.6186481986,53747.7958565581
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_89",3.039,39.21,29079.7904451253,25521.6842315525,0.00613235325310889,0.0053820189529053,"N1","neg",18935.4359247979,21575.320174186
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_88",0,0,0,868.431447203411,0,0.000150196040560912,"N2","neg",528.431342788981,0
"trehalose","mtab_TSQ_cm_PMI_2020_1112_52",0.538,10761.1,330.742065279941,0,6.50927497803502e-05,0,"N3","pos",0,190.162868186825
"trehalose","mtab_TSQ_cm_PMI_2020_1112_53",0.548,8672.97,266.563456329834,0,2.05586493366512e-05,0,"R1","pos",0,60.0603252604476
"trehalose","mtab_TSQ_cm_PMI_2020_1112_54",0.549,11047.89,339.556546782913,0,2.95243762754621e-05,0,"R2","pos",0,86.2529251401172
"trehalose","mtab_TSQ_cm_PMI_2020_1112_55",0.538,21596.88,663.779417978,0,9.01780204746662e-05,0,"P3","pos",0,263.447328292919
"trehalose","mtab_TSQ_cm_PMI_2020_1112_56",0.548,11963.39,367.694410083485,0,3.25901087121018e-05,0,"R3","pos",0,95.2091986915039
"trehalose","mtab_TSQ_cm_PMI_2020_1112_58",0.548,41614.74,1279.02770661808,0,0.000183920865777904,0,"P1","pos",0,537.30898562052
"trehalose","mtab_TSQ_cm_PMI_2020_1112_59",0.538,36147.73,1110.99932863571,0,0.000166474705783378,0,"P2","pos",0,486.341530188075
"trehalose","mtab_TSQ_cm_PMI_2020_1112_60",0.538,10279.98,315.95485742503,0,5.46446915689726e-05,0,"N2","pos",0,159.639765027673
"trehalose","mtab_TSQ_cm_PMI_2020_1112_61",0.538,10158.63,312.225169045429,0,6.58421192790668e-05,0,"N1","pos",0,192.35208670484
"sucrose","mtab_TSQ_cm_PMI_2020_1112_52",0.598,2051.05,3.64674263346019,7.72954162599655,7.17708845266608e-07,1.52123715667053e-06,"N3","pos",4.44416347259869,2.09672464290566
"sucrose","mtab_TSQ_cm_PMI_2020_1112_53",0.609,8755.27,15.5667664739792,32.9949167069739,1.20058352202668e-06,2.54472586681707e-06,"R1","pos",7.43419768278431,3.50740146662775
"sucrose","mtab_TSQ_cm_PMI_2020_1112_54",0.589,4557.93,8.10394561386959,17.1769140993045,7.04636508665916e-07,1.49352936918452e-06,"R2","pos",4.36321755531557,2.0585349362136
"sucrose","mtab_TSQ_cm_PMI_2020_1112_55",0.588,4533.08,8.05976260787681,17.0832649394078,1.09496229890357e-06,2.32085384655769e-06,"P3","pos",6.78017483656935,3.19883815046325
"sucrose","mtab_TSQ_cm_PMI_2020_1112_56",0.598,6306.02,11.2120289517333,23.7647273759132,9.9376338720313e-07,2.10635524352579e-06,"R3","pos",6.15353562233652,2.90319423664367
"sucrose","mtab_TSQ_cm_PMI_2020_1112_58",0.588,13341.7,23.7213847506574,50.2792352753751,3.41107358207874e-06,7.2300235832649e-06,"P1","pos",21.1218918587932,9.96515799614005
"sucrose","mtab_TSQ_cm_PMI_2020_1112_59",0.599,20694.08,36.7938294026162,77.9872517840631,5.51327239051174e-06,1.1685789955921e-05,"P2","pos",34.1390299617908,16.1065509509545
"sucrose","mtab_TSQ_cm_PMI_2020_1112_60",0.598,11621.6,20.6630673016362,43.796904493153,3.57369704257436e-06,7.57471607560891e-06,"N2","pos",22.1288813193366,10.4402484445643
"sucrose","mtab_TSQ_cm_PMI_2020_1112_61",0.578,9129.79,16.2326586029295,34.4063244882412,3.42314697824679e-06,7.25561404237542e-06,"N1","pos",21.196652183393,10.0004293843026
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_53",1.714,308.21,0.384023987992076,0,2.96177676216146e-08,0,"R1","pos",0,0.100991467322313
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_55",1.756,29.6,0.0368810552693471,0,5.01049063458112e-09,0,"P3","pos",0,0.0170849068591439
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_56",1.774,47.05,0.0586234341359047,0,5.1960107066411e-09,0,"R3","pos",0,0.0177174982324858
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_59",1.726,273.89,0.341261899585185,0,5.11354713402789e-08,0,"P2","pos",0,0.174363117060316
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_60",1.823,61.47,0.076590488763742,0,1.32463975066585e-08,0,"N2","pos",0,0.0451679254838835
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_52",0,29.6,0.0368810552693471,0,7.25849401784115e-09,0,"N3","pos",0,0.0247502097652032
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_54",0,29.6,0.0368810552693471,0,3.2068006449143e-09,0,"R2","pos",0,0.010934635813122
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_58",0,29.6,0.0368810552693471,0,5.30340005993829e-09,0,"P1","pos",0,0.0180836773619473
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_61",0,29.6,0.0368810552693471,0,7.77748586895275e-09,0,"N1","pos",0,0.0265198822550985
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_52",2.596,454.33,0.129222166683818,0.199560854258719,2.5431981731459e-08,3.92752120635789e-08,"N3","pos",0.178337247711842,0.115479188718426
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_53",2.685,746.39,0.212290918475854,0.327845896177151,1.63728915073053e-08,2.52850443521648e-08,"R1","pos",0.114811989066725,0.0743445103178736
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_54",2.494,519.66,0.14780355939276,0.228256539352642,1.28514909923217e-08,1.9846862088307e-08,"R2","pos",0.0901187943890796,0.058354860792452
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_55",2.622,2037.86,0.579615443836606,0.895113865383471,7.87438898315804e-08,1.21606055104263e-07,"P3","pos",0.552177519430881,0.357552966587569
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_56",2.633,454.62,0.129304649523028,0.199688234461952,1.14607469392284e-08,1.76991030898867e-08,"R3","pos",0.0803664491208587,0.0520398989203487
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_58",2.553,676.47,0.192404021518725,0.2971340899355,2.76671991027018e-08,4.2727111219167e-08,"P1","pos",0.194011311897412,0.125628656871007
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_59",2.473,524.53,0.149188702244323,0.230395648282803,2.23547797664523e-08,3.45230161468682e-08,"P2","pos",0.156758916345948,0.101506514854708
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_60",2.616,900.23,0.256046642558875,0.395418897782067,4.42835091187691e-08,6.83880725428354e-08,"N2","pos",0.3105302299543,0.20107845942319
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_61",2.69,739.08,0.210211782080594,0.324635036571509,4.43295115250681e-08,6.84591151490273e-08,"N1","pos",0.31085281364495,0.201287342891832
